#Time (uint32)[1],RtAcc (float32)[1],MotorPosition (int32)[1],EncoderPosition (uint32)[1]
5105000,-2540.510177,-148,360
5110000,-2225.302696,-155,365
5115000,-2010.623216,-162,370
5120000,-1897.573375,-168,375
5125000,-1866.725921,-175,379
5130000,-1883.197784,-183,382
5135000,-1905.157470,-190,386
5140000,-1893.619155,-197,388
5145000,-1821.132564,-204,391
5150000,-1677.343273,-211,393
5155000,-1470.225811,-218,395
5160000,-1222.893595,-226,396
5165000,-966.973400,-233,396
5170000,-734.315299,-240,397
5175000,-549.135971,-248,396
5180000,-422.472095,-255,396
5185000,-350.157117,-263,395
5190000,-314.591717,-270,394
5195000,-289.625282,-278,392
5200000,-247.133779,-285,390
5205000,-163.548016,-293,387
5210000,-24.723582,-300,384
5215000,171.917428,-307,381
5220000,418.256759,-315,377
5225000,698.840141,-323,373
5230000,995.590782,-330,368
5235000,1292.476062,-337,363
5240000,1578.864479,-345,357
5245000,1850.794982,-352,352
5250000,2110.055923,-359,345
5255000,2361.633539,-367,339
5260000,2610.561370,-374,332
5265000,2859.325885,-381,324
5270000,3106.750726,-388,317
5275000,3348.765134,-395,308
5280000,3580.795764,-402,300
5285000,3800.948333,-409,291
5290000,4012.811183,-415,281
5295000,4226.742744,-422,272
5300000,4458.909511,-429,261
5305000,4728.010654,-435,251
5310000,5050.370216,-441,241
5315000,5434.675216,-448,230
5320000,5877.932548,-454,219
5325000,6364.026546,-460,207
5330000,6865.685939,-465,195
5335000,7349.781036,-471,183
5340000,7784.924507,-476,170
5345000,8149.614334,-481,157
5350000,8438.787460,-486,144
5355000,8666.922569,-491,130
5360000,8866.496086,-496,117
5365000,9081.773757,-500,103
5370000,9359.047889,-504,89
5375000,9735.523223,-508,75
5380000,10229.486227,-512,60
5385000,10834.298133,-515,44
5390000,11517.981290,-518,29
5395000,12228.845357,-521,15
5400000,12906.155586,-524,0
5405000,13493.528366,-526,65520
5410000,13951.921463,-528,65504
5415000,14269.065856,-529,65488
5420000,14462.846755,-530,65472
5425000,14577.554702,-531,65455
5430000,14673.620223,-532,65440
5435000,14813.035964,-532,65424
5440000,15043.861865,-532,65408
5445000,15387.549400,-531,65392
5450000,15832.262992,-530,65377
5455000,16334.068775,-529,65360
5460000,16825.980186,-527,65344
5465000,17232.957839,-525,65328
5470000,17489.445209,-522,65312
5475000,17555.255889,-519,65296
5480000,17425.985336,-515,65281
5485000,17135.185241,-511,65266
5490000,16747.567653,-506,65250
5495000,16344.614028,-501,65235
5500000,16005.784034,-496,65219
5505000,15789.752006,-490,65204
5510000,15720.157623,-484,65189
5515000,15779.386520,-478,65175
5520000,15912.102699,-470,65161
5525000,16037.881374,-463,65147
5530000,16070.182323,-455,65134
5535000,15937.212944,-447,65121
5540000,15599.781036,-439,65109
5545000,15061.760902,-429,65096
5550000,14370.520114,-420,65084
5555000,13606.965541,-410,65072
5560000,12867.345809,-400,65061
5565000,12240.954637,-390,65050
5570000,11788.932085,-379,65039
5575000,11529.222726,-368,65029
5580000,11431.373357,-356,65020
5585000,11422.642469,-345,65011
5590000,11404.193639,-332,65002
5595000,11273.829936,-320,64994
5600000,10950.086116,-308,64987
5605000,10392.090082,-295,64979
5610000,9610.533714,-282,64973
5615000,8667.040824,-269,64967
5620000,7661.901950,-255,64961
5625000,6712.784767,-241,64956
5630000,5929.156780,-227,64951
5635000,5388.158321,-213,64947
5640000,5117.393493,-199,64944
5645000,5088.551998,-184,64941
5650000,5223.370552,-170,64938
5655000,5410.629272,-155,64936
5660000,5530.434131,-141,64935
5665000,5480.392456,-126,64934
5670000,5197.895526,-111,64934
5675000,4673.616409,-95,64934
5680000,3953.337192,-80,64935
5685000,3127.806186,-65,64937
5690000,2312.995672,-49,64939
5695000,1625.184917,-34,64941
5700000,1156.355619,-18,64944
5705000,955.209350,-3,64947
5710000,1017.755270,13,64951
5715000,1289.237384,28,64956
5720000,1676.653861,44,64961
5725000,2068.846940,60,64966
5730000,2359.609842,76,64973
5735000,2468.779563,93,64979
5740000,2356.920957,109,64986
5745000,2030.788660,124,64993
5750000,1538.864517,141,65001
5755000,958.448505,156,65009
5760000,377.505922,173,65018
5765000,-124.570345,189,65027
5770000,-493.147134,205,65037
5775000,-708.267688,220,65047
5780000,-786.637926,237,65057
5785000,-775.840568,253,65068
5790000,-742.590856,269,65080
5795000,-757.981872,285,65092
5800000,-883.071422,301,65103
5805000,-1157.800555,317,65115
5810000,-1595.243835,490,65263
5865000,-2181.861639,510,65281
5870000,-2883.063507,525,65295
5875000,-3652.325391,541,65309
5880000,-4441.540718,557,65324
5885000,-5210.280418,573,65339
5890000,-5932.187557,588,65354
5895000,-6597.570896,604,65369
5900000,-7212.237834,619,65385
5905000,-7793.439388,634,65402
5910000,-8364.305496,649,65418
5915000,-8948.264122,664,65434
5920000,-9564.695358,678,65450
5925000,-10226.558446,692,65466
5930000,-10940.095138,706,65482
5935000,-11706.203222,720,65500
5940000,-12522.702217,733,65517
5945000,-13386.658430,746,65534
5950000,-14296.035766,759,14
5955000,-15250.325202,771,31
5960000,-16250.137329,783,48
5965000,-17296.042442,795,66
5970000,-18387.188911,807,84
5975000,-19520.153999,817,101
5980000,-20688.402652,828,119
5985000,-21882.512569,837,137
5990000,-23091.013431,847,155
5995000,-24301.664829,855,173
6000000,-25502.760410,863,192
6005000,-26684.231758,871,210
6010000,-27838.330268,877,228
6015000,-28959.875106,884,247
6020000,-30046.086311,889,265
6025000,-31096.105575,893,284
6030000,-32110.264301,897,302
6035000,-33089.120388,900,320
6040000,-34032.199382,902,338
6045000,-34936.439990,904,356
6050000,-35794.405937,904,374
6055000,-36592.428684,904,392
6060000,-37309.205532,903,409
6065000,-37915.253639,900,425
6070000,-38373.840332,897,442
6075000,-38643.692016,892,461
6080000,-38683.538436,888,475
6085000,-38457.970619,881,491
6090000,-37943.694591,874,507
6095000,-37134.847640,866,522
6100000,-36046.018600,857,536
6105000,-34711.787700,847,550
6110000,-33182.253837,836,564
6115000,-31514.852046,825,578
6120000,-29763.715744,812,590
6125000,-27968.561649,798,603
6130000,-26145.622730,784,614
6135000,-24282.886981,770,625
6140000,-22341.384887,754,636
6145000,-20262.959003,738,646
6150000,-17983.661651,722,655
6155000,-15450.406074,705,664
6160000,-12637.583017,687,672
6165000,-9559.940338,670,679
6170000,-6278.493881,652,686
6175000,-2897.435188,634,692
6180000,448.222875,616,697
6185000,3612.506151,597,701
6190000,6462.348461,579,705
6195000,8900.824546,561,709
6200000,10884.914398,543,711
6205000,12433.782815,525,713
6210000,13625.332117,508,715
6215000,14581.070899,491,716
6220000,15441.832542,474,716
6225000,16338.802337,457,716
6230000,17365.545272,441,715
6235000,18556.646347,426,714
6240000,19877.450942,411,712
6245000,21227.219104,396,710
6250000,22455.387115,382,707
6255000,23387.932777,368,703
6260000,23858.890533,355,699
6265000,23740.906715,342,695
6270000,22969.059944,331,690
6275000,21553.430557,320,685
6280000,19578.252792,309,679
6285000,17188.176155,299,673
6290000,14564.
