0.005,13464.202
0.01,11528.318
0.015,9554.301
0.02,7583.8047
0.025,5657.454
0.03,3813.5793
0.035,2087.0315
0.04,508.12415
0.045,-898.2504
0.05,-2113.2915
0.055,-3124.7173
0.06,-3926.9307
0.065,-4520.921
0.07,-4913.9062
0.075,-5118.7397
0.08,-5153.108
0.085,-5038.5684
0.09,-4799.4644
0.095,-4461.7847
0.1,-4052.0103
0.105,-3596.012
0.11,-3118.0469
0.115,-2639.8948
0.12,-2180.1785
0.125,-1753.8843
0.13,-1372.1062
0.135,-1042.0071
0.14,-766.99457
0.145,-547.08496
0.15,-379.4289
0.155,-258.95715
0.16,-179.10512
0.165,-132.56743
0.17,-112.036964
0.175,-110.88303
0.18,-123.72949
0.185,-146.9002
0.19,-178.7082
0.195,-219.57481
0.2,-271.97556
0.205,-340.2203
0.21,-430.08502
0.215,-548.3208
0.22,-702.0735
0.225,-898.25214
0.23,-1142.8862
0.235,-1440.5133
0.24,-1793.636
0.245,-2202.282
0.25,-2663.6953
0.255,-3172.1814
0.26,-3719.1125
0.265,-4293.101
0.27,-4880.3267
0.275,-5465.01
0.28,-6029.996
0.285,-6557.428
0.29,-7029.4727
0.295,-7429.0503
0.3,-7740.5522
0.305,-7950.4854
0.31,-8048.029
0.315,-8025.4697
0.32,-7878.4966
0.325,-7606.3413
0.33,-7211.7646
0.335,-6700.8916
0.34,-6082.9062
0.345,-5369.6274
0.35,-4574.9917
0.355,-3714.4707
0.36,-2804.4546
0.365,-1861.636
0.37,-902.4221
0.375,57.595436
0.38,1004.09033
0.385,1924.3534
0.39,2807.5356
0.395,3644.7776
0.4,4429.227
0.405,5155.9565
0.41,5821.79
0.415,6425.06
0.42,6965.321
0.425,7443.03
0.43,7859.2334
0.435,8215.27
0.44,8512.511
0.445,8752.162
0.45,8935.125
0.455,9061.932
0.46,9132.752
0.465,9147.466
0.47,9105.796
0.475,9007.4795
0.48,8852.479
0.485,8641.186
0.49,8374.639
0.495,8054.6963
0.5,7684.184
0.505,7266.98
0.51,6808.041
0.515,6313.365
0.52,5789.8843
0.525,5245.296
0.53,4687.841
0.535,4126.0405
0.54,3568.407
0.545,3023.1394
0.55,2497.8325
0.555,1999.204
0.56,1532.8622
0.565,1103.1257
0.57,712.9038
0.575,363.64435
0.58,55.351833
0.585,-213.3272
0.59,-444.95673
0.595,-643.11115
0.6,-812.13477
0.605,-956.8745
