#Time (uint32)[1],RtAcc (float32)[1],MotorPosition (int32)[1],EncoderPosition (uint32)[1]
4720000,5488.770484,-457,0
4725000,5171.883106,-453,65528
4730000,4822.859764,-449,65521
4735000,4444.906711,-445,65512
4740000,4041.783809,-440,65503
4745000,3617.735624,-436,65494
4750000,3177.399396,-431,65486
4755000,2725.708007,-427,65478
4760000,2267.780780,-422,65470
4765000,1808.808898,-417,65462
4770000,1353.938102,-412,65453
4775000,908.149814,-408,65444
4780000,476.147890,-403,65436
4785000,62.249007,-398,65428
4790000,-329.715943,-393,65421
4795000,-696.489286,-388,65414
4800000,-1035.459399,-383,65407
4805000,-1344.717860,-378,65399
4810000,-1623.096847,-373,65392
4815000,-1870.190238,-368,65384
4820000,-2086.353063,-364,65378
4825000,-2272.681951,-359,65372
4830000,-2430.977821,-354,65366
4835000,-2563.688039,-350,65360
4840000,-2673.835992,-345,65355
4845000,-2764.931440,-341,65349
4850000,-2840.875625,-336,65343
4855000,-2905.849266,-332,65339
4860000,-2964.201927,-328,65334
4865000,-3020.332813,-324,65330
4870000,-3078.575372,-320,65327
4875000,-3143.083333,-316,65323
4880000,-3217.723131,-286,65306
4915000,-3305.978059,-284,65306
4920000,-3410.859823,-281,65305
4925000,-3534.838438,-277,65304
4930000,-3679.786443,-273,65304
4935000,-3846.937942,-270,65304
4940000,-4036.870479,-266,65305
4945000,-4249.500274,-263,65306
4950000,-4484.097003,-260,65307
4955000,-4739.318370,-257,65309
4960000,-5013.255119,-254,65311
4965000,-5303.496837,-251,65313
4970000,-5607.203006,-248,65316
4975000,-5921.192169,-246,65319
4980000,-6242.028236,-243,65322
4985000,-6566.118717,-241,65326
4990000,-6889.811038,-239,65330
4995000,-7209.489345,-237,65334
5000000,-7521.663665,-235,65339
5005000,-7823.057651,-234,65344
5010000,-8110.678672,-232,65350
5015000,-8381.884574,-231,65356
5020000,-8634.438514,-230,65361
5025000,-8866.535186,-229,65368
5030000,-9076.836585,-229,65375
5035000,-9264.465332,-229,65382
5040000,-9429.009437,-229,65390
5045000,-9570.487976,-229,65398
5050000,-9689.325332,-229,65406
5055000,-9786.296844,-230,65414
5060000,-9862.479209,-231,65422
5065000,-9919.178962,-232,65431
5070000,-9957.865715,-233,65440
5075000,-9980.098724,-235,65450
5080000,-9987.456321,-237,65460
5085000,-9981.459617,-239,65471
5090000,-9963.505744,-242,65481
5095000,-9934.815406,-244,65490
5100000,-9896.370887,-247,65500
5105000,-9848.881721,-250,65511
5110000,-9792.750358,-254,65523
5115000,-9728.056907,-257,65535
5120000,-9654.553413,-261,11
5125000,-9571.671485,-266,21
5130000,-9478.543281,-270,31
5135000,-9374.030113,-275,43
5140000,-9256.771087,-280,55
5145000,-9125.229835,-285,67
5150000,-8977.750778,-290,79
5155000,-8812.632560,-296,91
5160000,-8628.182411,-302,102
5165000,-8422.793388,-308,113
5170000,-8195.006370,-314,125
5175000,-7943.574428,-320,137
5180000,-7667.518615,-327,149
5185000,-7366.179943,-334,160
5190000,-7039.254665,-341,172
5195000,-6686.833858,-348,183
5200000,-6309.417247,-356,193
5205000,-5907.917022,-363,204
5210000,-5483.663082,-371,215
5215000,-5038.379192,-379,225
5220000,-4574.160575,-387,236
5225000,-4093.431949,-395,247
5230000,-3598.905563,-403,256
5235000,-3093.522787,-411,266
5240000,-2580.397367,-420,275
5245000,-2062.749385,-428,284
5250000,-1543.837928,-437,293
5255000,-1026.896238,-446,301
5260000,-515.065097,-454,309
5265000,-11.331088,-463,317
5270000,481.530189,-472,325
5275000,961.004638,-480,332
5280000,1424.882793,-489,339
5285000,1871.293926,-498,346
5290000,2298.732280,-506,351
5295000,2706.072330,-515,357
5300000,3092.577219,-523,362
5305000,3457.895040,-531,367
5310000,3802.050399,-539,371
5315000,4125.426769,-548,374
5320000,4428.740978,-556,378
5325000,4713.015556,-564,381
5330000,4979.547977,-572,383
5335000,5229.871273,-579,386
5340000,5465.722560,-587,387
5345000,5689.002990,-594,389
5350000,5901.744842,-602,389
5355000,6106.080532,-609,390
5360000,6304.211616,-616,389
5365000,6498.382091,-623,388
5370000,6690.860748,-629,386
5375000,6883.918762,-636,385
5380000,7079.818248,-642,382
5385000,7280.799865,-649,380
5390000,7489.078521,-655,377
5395000,7706.829071,-660,373
5400000,7936.187267,-666,369
5405000,8179.240226,-671,365
5410000,8438.017845,-677,359
5415000,8714.483261,-682,354
5420000,9010.519981,-686,347
5425000,9327.906608,-691,341
5430000,9668.301582,-695,333
5435000,10033.205747,-699,326
5440000,10423.932075,-703,318
5445000,10841.562747,-707,310
5450000,11286.904811,-710,301
5455000,11760.439872,-713,292
5460000,12262.272834,-716,282
5465000,12792.077064,-718,271
5470000,13349.043130,-720,260
5475000,13931.831169,-722,249
5480000,14538.517951,-723,236
5485000,15166.569709,-724,224
5490000,15812.804698,-725,211
5495000,16473.382949,-725,198
5500000,17143.790721,-725,185
5505000,17818.868160,-725,171
5510000,18492.826461,-724,157
5515000,19159.290313,-722,142
5520000,19811.378479,-720,125
5525000,20441.763401,-718,109
5530000,21042.785644,-715,94
5535000,21606.562137,-711,77
5540000,22125.117778,-707,60
5545000,22590.534687,-702,42
5550000,22995.080947,-697,24
5555000,23331.396579,-691,6
5560000,23592.629432,-685,65523
5565000,23772.602081,-678,65505
5570000,23865.971565,-670,65486
5575000,23868.350982,-662,65466
5580000,23776.447772,-653,65447
5585000,23588.178157,-644,65427
5590000,23302.741050,-634,65407
5595000,22920.680046,-624,65386
5600000,22443.923950,-613,65367
5605000,21875.779628,-601,65346
5610000,21220.910549,-588,65325
5615000,20485.267639,-575,65305
5620000,19676.003456,-562,65284
5625000,18801.343917,-548,65263
5630000,17870.440483,-534,65243
5635000,16893.195152,-520,65222
5640000,15880.060195,-504,65201
5645000,14841.824531,-488,65181
5650000,13789.398670,-472,65160
5655000,12733.570337,-456,65140
5660000,11684.790849,-439,65120
5665000,10652.941465,-422,65100
5670000,9647.130966,-404,65080
5675000,8675.499916,-387,65062
5680000,7745.061397,-370,65042
5685000,6861.560344,-351,65023
5690000,6029.370307,-333,65006
5695000,5251.430988,-315,64988
5700000,4529.222965,-297,64971
5705000,3862.780380,-277,64954
5710000,3250.748395,-259,64938
5715000,2690.480232,-240,64922
5720000,2178.168058,-221,64907
5725000,1709.014797,-201,64892
5730000,1277.426004,-183,64879
5735000,877.234935,-164,64866
5740000,501.937198,-145,64853
5745000,144.939541,-126,64841
5750000,-200.191092,-107,64830
5755000,-539.483690,-88,64819
5760000,-878.333568,-69,64810
5765000,-1221.294999,-50,64800
5770000,-1571.902751,-31,64792
5775000,-1932.529830,-12,64784
5780000,-2304.287672,7,64777
5785000,-2686.972856,25,64770
5790000,-3079.063653,44,64765
5795000,-3477.769136,63,64760
5800000,-3879.132080,82,64756
5805000,-4278.179645,101,64752
5810000,-4669.127464,119,64749
5815000,-5045.623302,137,64747
5820000,-5401.031017,156,64745
5825000,-5728.746414,174,64744
5830000,-6022.529125,192,64744
5835000,-6276.852607,210,64744
5840000,-6487.250804,228,64745
5845000,-6650.657176,245,64746
5850000,-6765.718936,262,64748
5855000,-6833.085536,280,64751
5860000,-6855.640411,297,64754
5865000,-6838.694095,313,64758
5870000,-6790.098667,473,64826
5915000,-6720.307350,480,64830
5920000,-6642.341613,496,64841
5925000,-6571.689605,512,64852
5930000,-6526.112556,528,64864
5935000,-6525.375366,544,64876
5940000,-6590.889930,559,64889
5945000,-6745.288848,575,64903
5950000,-7011.928081,590,64917
5955000,-7414.328098,605,64931
5960000,-7975.571632,620,64947
5965000,-8717.663764,635,64962
5970000,-9660.876274,649,64978
5975000,-10823.078155,664,64995
5980000,-12219.091653,678,65011
5985000,-13860.071945,691,65028
5990000,-15752.929687,705,65046
5995000,-17899.825572,718,65065
6000000,-20297.739505,731,65083
6005000,-22938.137054,743,65103
6010000,-25806.734561,754,65122
6015000,-28883.395195,765,65143
6020000,-32142.138481,775,65164
6025000,-35551.276206,785,65186
6030000,-39073.717117,793,65209
6035000,-42667.341232,801,65232
6040000,-46285.567283,807,65256
6045000,-49878.001213,812,65280
6050000,-53391.218185,816,65305
6055000,-56769.609451,819,65331
6060000,-59956.369400,820,65358
6065000,-62894.492149,821,65387
6070000,-65527.853965,819,65416
6075000,-67802.262306,816,65447
6080000,-69666.600227,811,65477
6085000,-71073.827743,804,65508
6090000,-71982.045173,795,4
6095000,-72355.413436,785,38
6100000,-72165.036201,773,73
6105000,-71389.670372,758,108
6110000,-70016.365051,742,144
6115000,-68040.919303,724,181
6120000,-65468.192100,705,218
6125000,-62312.259674,684,254
6130000,-58596.348762,661,292
6135000,-54352.674484,637,328
6140000,-49622.011184,611,365
6145000,-44453.177452,584,399
6150000,-38902.303695,556,432
6155000,-33031.978607,527,465
6160000,-26910.254955,497,495
6165000,-20609.555244,466,527
6170000,-14205.462932,434,557
6175000,-7775.469303,402,587
6180000,-1397.667999,370,616
6185000,4850.568294,338,645
6190000,10893.898010,306,674
6195000,16660.282611,274,700
6200000,22082.200050,242,728
6205000,27097.768783,211,753
6210000,31651.763916,182,782
6215000,35696.499347,152,804
6220000,39192.576408,123,833
6225000,42109.456062,96,856
6230000,44425.859451,69,881
6235000,46130.018234,44,907
6240000,47219.710350,20,927
6245000,47702.131271,-4,953
6250000,47593.579292,-26,977
6255000,46919.007301,-48,995
6260000,45711.359977,-67,1021
6265000,44010.839462,-86,1045
6270000,41863.985061,-103,1061
6275000,39322.690963,-119,1077
6280000,36443.152427,-135,1096
6285000,33284.702301,-149,
