0.005,29908.674
0.01,26377.217
0.015,22752.152
0.02,19093.854
0.025,15460.203
0.03,11905.605
0.035,8480.134
0.04,5228.765
0.045,2190.7573
0.05,-600.8418
0.055,-3119.542
0.06,-5345.61
0.065,-7266.1245
0.07,-8874.889
0.075,-10172.208
0.08,-11164.543
0.085,-11864.045
0.09,-12287.997
0.095,-12458.166
0.1,-12400.094
0.105,-12142.334
0.11,-11715.666
0.115,-11152.292
0.12,-10485.044
0.125,-9746.615
0.13,-8968.832
0.135,-8181.981
0.14,-7414.2026
0.145,-6690.967
0.15,-6034.631
0.155,-5464.0933
0.16,-4994.5454
0.165,-4637.3164
0.17,-4399.8174
0.175,-4285.582
0.18,-4294.3877
0.185,-4422.4634
0.19,-4662.768
0.195,-5005.328
0.2,-5437.6304
0.205,-5945.05
0.21,-6511.307
0.215,-7118.939
0.22,-7749.775
0.225,-8385.402
0.23,-9007.615
0.235,-9598.833
0.24,-10142.485
0.245,-10623.353
0.25,-11027.8545
0.255,-11344.292
0.26,-11563.029
0.265,-11676.62
0.27,-11679.877
0.275,-11569.893
0.28,-11346.0
0.285,-11009.695
0.29,-10564.509
0.295,-10015.85
0.3,-9370.81
0.305,-8637.95
0.31,-7827.071
0.315,-6948.9595
0.32,-6015.1484
0.325,-5037.665
0.33,-4028.7903
0.335,-3000.8286
0.34,-1965.8945
0.345,-935.7166
0.35,78.53579
0.355,1066.4023
0.36,2018.2574
0.365,2925.4106
0.37,3780.1814
0.375,4575.952
0.38,5307.195
0.385,5969.4814
0.39,6559.4707
0.395,7074.8833
0.4,7514.457
0.405,7877.895
0.41,8165.8037
0.415,8379.62
0.42,8521.54
0.425,8594.436
0.43,8601.78
0.435,8547.564
0.44,8436.218
0.445,8272.529
0.45,8061.5767
0.455,7808.6475
0.46,7519.173
0.465,7198.6577
0.47,6852.6167
0.475,6486.5146
0.48,6105.703
0.485,5715.3687
0.49,5320.476
0.495,4925.7197
0.5,4535.475
0.505,4153.7563
0.51,3784.1765
0.515,3429.912
0.52,3093.6753
0.525,2777.69
0.53,2483.676
0.535,2212.8413
0.54,1965.8812
0.545,1742.9877
0.55,1543.8676
0.555,1367.7698
0.56,1213.5225
0.565,1079.5784
0.57,964.06995
0.575,864.8704
0.58,779.6626
0.585,706.01196
0.59,641.4432
0.595,583.5183
0.6,529.9139
0.605,478.49576
0.61,427.38907
0.615,375.04068
0.62,320.27316
0.625,262.32745
0.63,200.89307
0.635,136.12448
0.64,68.64258
0.645,-0.47923928
0.65,-69.74452
0.655,-137.27838
0.66,-200.88637
0.665,-258.12656
0.67,-306.39264
0.675,-343.00644
0.68,-365.3167
0.685,-370.80197
0.69,-357.1739
0.695,-322.47827
0.7,-265.19028
0.705,-184.30107
0.71,-79.39221
0.715,49.304207
0.72,200.86269
0.725,373.64035
0.73,565.2735
0.735,772.6958
0.74,992.17786
0.745,1219.3885
0.75,1449.477
0.755,1677.1729
0.76,1896.9042
0.765,2102.9285
0.77,2289.4746
0.775,2450.8933
0.78,2581.8079
0.785,2677.2666
0.79,2732.8892
0.795,2745.0022
0.8,2710.7637
0.805,2628.2676
0.81,2496.6301
0.815,2316.0508
0.82,2087.847
0.825,1814.4637
0.83,1499.452
0.835,1147.4196
0.84,763.9543
0.845,355.51978
0.85,-70.67266
0.855,-506.81406
0.86,-944.6659
0.865,-1375.7422
0.87,-1791.5012
0.875,-2183.542
0.88,-2543.8008
0.885,-2864.7417
0.89,-3139.5374
0.895,-3362.2356
0.9,-3527.9038
0.905,-3632.7532
0.91,-3674.2341
0.915,-3651.1035
0.92,-3563.4587
0.925,-3412.742
0.93,-3201.709
0.935,-2934.369
0.94,-2615.8906
0.945,-2252.4827
0.95,-1851.2479
0.955,-1420.0156
0.96,-967.1577
0.965,-501.3914
0.97,-31.575443
0.975,433.49634
0.98,885.29816
0.985,1315.7668
0.99,1717.4836
0.995,2083.837
1.0,2409.1643
1.005,2688.8684
1.01,2919.505
1.015,3098.839
1.02,3225.874
1.025,3300.8433
1.03,3325.1758
1.035,3301.4282
1.04,3233.193
1.045,3124.9788
1.05,2982.0703
1.055,2810.3738
1.06,2616.2456
1.065,2406.3174
1.07,2187.3147
1.075,1965.8795
1.08,1748.4001
1.085,1540.8505
1.09,1348.6467
1.095,1176.5223
1.1,1028.4248
1.105,907.4386
1.11,815.7325
1.115,754.5353
1.12,724.1385
1.125,723.92523
1.13,752.42487
1.135,807.39014
1.14,885.8947
1.145,984.44806
1.15,1099.1232
1.155,1225.6938
1.16,1359.7766
1.165,1496.9741
1.17,1633.0139
1.175,1763.8811
1.18,1885.9379
1.185,1996.0298
1.19,2091.5737
1.195,2170.6257
1.2,2231.9282
1.205,2274.9333
1.21,2299.8037
1.215,2307.3914
1.22,2299.1943
1.225,2277.2937
1.23,2244.2725
1.235,2203.1206
1.24,2157.1272
1.245,2109.765
1.25,2064.5698
1.255,2025.0199
1.26,1994.4164
1.265,1975.7721
1.27,1971.7086
1.275,1984.3665
1.28,2015.331
1.285,2065.576
1.29,2135.4238
1.295,2224.5298
1.3,2331.8826
1.305,2455.8276
1.31,2594.1084
1.315,2743.9255
1.32,2902.0134
1.325,3064.7275
1.33,3228.1465
1.335,3388.1775
1.34,3540.6711
1.345,3681.533
1.35,3806.8381
1.355,3912.9353
1.36,3996.5479
1.365,4054.8604
1.37,4085.594
1.375,4087.0657
1.38,4058.2314
1.385,3998.7112
1.39,3908.7964
1.395,3789.4387
1.4,3642.2222
1.405,3469.3176
1.41,3273.4248
1.415,3057.6975
1.42,2825.6619
1.425,2581.1243
1.43,2328.0742
1.435,2070.5847
1.44,1812.7117
1.445,1558.3973
1.45,1311.3788
1.455,1075.103
1.46,852.65295
1.465,646.68494
1.47,459.37875
1.475,292.40137
1.48,146.88582
1.485,23.424135
1.49,-77.92541
1.495,-157.61732
1.5,-216.58554
1.505,-256.1989
1.51,-278.20724
1.515,-284.67984
1.52,-277.9383
1.525,-260.48596
1.53,-234.93617
1.535,-203.94096
1.54,-170.12277
1.545,-136.01042
1.55,-103.98147
1.555,-76.21177
1.56,-54.63371
1.565,-40.903645
1.57,-36.379
1.575,-42.105236
1.58,-58.812344
1.585,-86.92054
1.59,-126.55429
1.595,-177.56378
1.6,-239.55264
1.605,-311.91058
1.61,-393.84973
1.615,-484.44305
1.62,-582.6636
1.625,-687.4231
1.63,-797.6087
1.635,-912.117
1.64,-1029.8838
1.645,-1149.9093
1.65,-1271.2787
1.655,-1393.1764
1.66,-1514.8953
1.665,-1635.8403
1.67,-1755.5271
1.675,-1873.5758
1.68,-1989.7008
1.685,-2103.6978
1.69,-2215.428
1.695,-2324.801
1.7,-2431.758
1.705,-2536.2534
1.71,-2638.2397
1.715,-2737.6536
1.72,-2834.4036
1.725,-2928.3623
1.73,-3019.3608
1.735,-3107.1877
1.74,-3191.5896
1.745,-3272.2766
1.75,-3348.931
1.755,-3421.2158
1.76,-3488.7883
1.765,-3551.3132
1.77,-3608.4758
1.775,-3659.9958
1.78,-3705.6401
1.785,-3745.2334
1.79,-3778.666
1.795,-3805.901
1.8,-3826.9753
1.805,-3841.9995
1.81,-3851.1526
1.815,-3854.674
1.82,-3852.853
1.825,-3846.013
1.83,-3834.4963
1.835,-3818.6445
1.84,-3798.7808
1.845,-3775.189
1.85,-3748.095
1.855,-3717.651
1.86,-3683.9194
1.865,-3646.8623
1.87,-3606.3335
1.875,-3562.076
1.88,-3513.723
1.885,-3460.8057
1.89,-3402.7654
1.895,-3338.9705
1.9,-3268.7383
1.905,-3191.3616
1.91,-3106.137
1.915,-3012.3982
1.92,-2909.5493
1.925,-2797.098
1.93,-2674.6897
1.935,-2542.1387
1.94,-2399.4556
1.945,-2246.8716
1.95,-2084.8577
1.955,-1914.1355
1.96,-1735.6831
1.965,-1550.7328
1.97,-1360.7604
1.975,-1167.4674
1.98,-972.755
1.985,-778.69006
1.99,-587.46576
1.995,-401.35547
2.0,-222.66237
2.005,-53.66543
2.01,103.436134
2.015,246.57901
2.02,373.89062
2.025,483.74103
2.03,574.79047
2.035,646.03094
2.04,696.82025
2.045,726.9082
2.05,736.45264
2.055,726.02594
2.06,696.61096
2.065,649.58594
2.07,586.6996
2.075,510.036
2.08,421.97018
2.085,325.11603
2.09,222.2671
2.095,116.33263
2.1,10.269572
2.105,-92.98672
2.11,-190.5918
2.115,-279.85934
2.12,-358.3244
2.125,-423.80112
2.13,-474.43304
2.135,-508.73495
2.14,-525.62476
2.145,-524.4448
2.15,-504.9721
2.155,-467.41672
2.16,-412.4092
2.165,-340.97684
2.17,-254.50974
2.175,-154.71776
2.18,-43.57958
2.185,76.714645
2.19,203.8252
2.195,335.32755
2.2,468.7779
2.205,601.778
2.21,732.03656
2.215,857.42645
2.22,976.03534
2.225,1086.2086
2.23,1186.5834
2.235,1276.1127
2.24,1354.0795
2.245,1420.0999
2.25,1474.1154
2.255,1516.3761
2.26,1547.4132
2.265,1568.004
2.27,1579.1293
2.275,1581.9254
2.28,1577.632
2.285,1567.5383
2.29,1552.928
2.295,1535.0267
2.3,1514.952
2.305,1493.6688
2.31,1471.9512
2.315,1450.3519
