0.005,16388.562
0.01,13549.732
0.015,10664.739
0.02,7774.347
0.025,4918.5957
0.03,2136.1304
0.035,-536.44006
0.04,-3065.139
0.045,-5419.1597
0.05,-7571.3384
0.055,-9498.548
0.06,-11182.006
0.065,-12607.5
0.07,-13765.51
0.075,-14651.246
0.08,-15264.586
0.085,-15609.923
0.09,-15695.936
0.095,-15535.266
0.1,-15144.141
0.105,-14541.926
0.11,-13750.63
0.115,-12794.375
0.12,-11698.842
0.125,-10490.702
0.13,-9197.055
0.135,-7844.8735
0.14,-6460.479
0.145,-5069.0547
0.15,-3694.199
0.155,-2357.5405
0.16,-1078.4109
0.165,126.41439
0.17,1242.9055
0.175,2259.8958
0.18,3169.1272
0.185,3965.2285
0.19,4645.6245
0.195,5210.3867
0.2,5662.031
0.205,6005.2637
0.21,6246.6973
0.215,6394.5293
0.22,6458.209
0.225,6448.0874
0.23,6375.0723
0.235,6250.2915
0.24,6084.7705
0.245,5889.137
0.25,5673.36
0.255,5446.518
0.26,5216.6206
0.265,4990.4624
0.27,4773.5303
0.275,4569.9556
0.28,4382.509
0.285,4212.6387
0.29,4060.5525
0.295,3925.3247
0.3,3805.0422
0.305,3696.9688
0.31,3597.7268
0.315,3503.4912
0.32,3410.1855
0.325,3313.677
0.33,3209.9607
0.335,3095.3328
0.34,2966.541
0.345,2820.9136
0.35,2656.463
0.355,2471.9578
0.36,2266.967
0.365,2041.874
0.37,1797.8596
0.375,1536.858
0.38,1261.4878
0.385,974.9604
0.39,680.96954
0.395,383.56793
0.4,87.03346
0.405,-204.26888
0.41,-486.02496
0.415,-754.105
0.42,-1004.6877
0.425,-1234.3717
0.43,-1440.2708
0.435,-1620.0896
0.44,-1772.1796
0.445,-1895.5708
0.45,-1989.9825
0.455,-2055.8108
0.46,-2094.0942
0.465,-2106.4612
0.47,-2095.0576
0.475,-2062.4624
0.48,-2011.5905
0.485,-1945.5879
0.49,-1867.7238
0.495,-1781.2814
0.5,-1689.4539
0.505,-1595.2458
0.51,-1501.3857
0.515,-1410.2518
0.52,-1323.8127
0.525,-1243.5853
0.53,-1170.611
0.535,-1105.4497
0.54,-1048.1934
0.545,-998.4958
0.55,-955.61945
0.555,-918.49536
0.56,-885.7952
0.565,-856.0122
0.57,-827.54724
0.575,-798.79736
0.58,-768.2441
0.585,-734.5362
0.59,-696.5665
0.595,-653.53784
0.6,-605.0163
0.605,-550.97034
0.61,-491.79382
0.615,-428.31152
0.62,-361.768
0.625,-293.79895
0.63,-226.3864
0.635,-161.79935
0.64,-102.521255
0.645,-51.167263
0.65,-10.393469
0.655,17.198376
0.66,29.157784
0.665,23.280706
0.67,-2.3002913
0.675,-49.033882
0.68,-117.87878
0.685,-209.24596
0.69,-322.95645
0.695,-458.2163
0.7,-613.60974
0.705,-787.1111
0.71,-976.1155
0.715,-1177.4875
0.72,-1387.6268
0.725,-1602.5479
0.73,-1817.974
0.735,-2029.4403
0.74,-2232.404
0.745,-2422.359
0.75,-2594.951
0.755,-2746.0894
0.76,-2872.0537
0.765,-2969.5908
0.77,-3035.9995
0.775,-3069.2014
0.78,-3067.795
0.785,-3031.0913
0.79,-2959.1306
0.795,-2852.6812
0.8,-2713.2148
0.805,-2542.8684
0.81,-2344.384
0.815,-2121.0361
0.82,-1876.5444
0.825,-1614.9746
0.83,-1340.6337
0.835,-1057.9585
0.84,-771.4036
0.845,-485.33054
0.85,-203.90169
0.855,69.01745
0.86,329.94608
0.865,575.86273
0.87,804.2654
0.875,1013.21466
0.88,1201.3608
0.885,1367.9521
0.89,1512.826
0.895,1636.3838
0.9,1739.5485
0.905,1823.7102
0.91,1890.6576
0.915,1942.501
0.92,1981.5878
0.925,2010.4132
0.93,2031.5308
0.935,2047.4626
0.94,2060.6157
0.945,2073.203
0.95,2087.1763
0.955,2104.167
0.96,2125.443
0.965,2151.8772
0.97,2183.9307
0.975,2221.6526
0.98,2264.6926
0.985,2312.3284
0.99,2363.5046
0.995,2416.884
1.0,2470.9075
1.005,2523.8591
1.01,2573.9392
1.015,2619.3364
1.02,2658.299
1.025,2689.2056
1.03,2710.6277
1.035,2721.3865
1.04,2720.5981
1.045,2707.7092
1.05,2682.5205
1.055,2645.195
1.06,2596.2566
1.065,2536.5713
1.07,2467.319
1.075,2389.9539
1.08,2306.151
1.085,2217.7495
1.09,2126.6875
1.095,2034.9314
1.1,1944.406
1.105,1856.925
1.11,1774.1246
1.115,1697.4022
1.12,1627.8643
1.125,1566.2832
1.13,1513.0653
1.135,1468.2323
1.14,1431.415
1.145,1401.8617
1.15,1378.4596
1.155,1359.77
1.16,1344.0747
1.165,1329.4342
1.17,1313.7539
