0.02	-9.982887581098355
0.04	-9.985743052972518
0.06	-3.8204068047251933
0.08	0.4373505630139104
0.1	2.0316839412543417
0.12	2.3524265715582544
0.14	2.258925476064562
0.16	2.2247393101078337
0.18	2.414297151052601
0.2	2.8029204277064985
0.22	3.308052875172124
0.24	3.877951347396129
0.26	4.377295577254161
0.28	4.783868983513849
0.3	5.148810469331646
0.32	5.365216838760573
0.34	5.52029974568694
0.36	5.604640937003955
0.38	5.5707176916657275
0.4	5.35948203086613
0.42	4.910736551531255
0.44	4.083506362414362
0.46	2.4418554978243496
0.48	-1.051845862355265
0.5	-8.338816919178344
0.52	-9.991658735720167
0.54	-9.994914295931077
0.56	-9.997165851484809
0.58	-9.998196449443386
0.6	-9.998726523519313
0.62	-9.999028582786659
0.64	-9.99921195315837
0.66	-9.999325913146215
0.68	-9.999394264061454
0.7	-9.999428058558282
0.72	-9.999430039267883
0.74	-9.999394224497612
0.76	-9.999298158968175
0.78	-9.999068361220438
0.8	-9.99835769700609
0.82	-0.8637920166510756
0.84	9.998651163375209
0.86	9.999363560779793
0.88	9.999605780767626
0.9	9.999723232302822
0.92	9.999791053495123
0.94	9.999834521837183
0.96	9.999864362890834
0.98	9.999885833329207
1.0	9.999901774517058
1.02	9.999913832914054
1.04	9.999923009841124
1.06	9.99992993026146
1.08	9.999934979921
1.1	9.99993837319877
1.12	9.99994017731216
1.14	9.999940298185694
1.16	9.999938413033432
1.18	9.99993379436753
1.2	9.999924848811549
1.22	9.999907715206403
1.24	9.999870636609224
1.26	9.99975450174391
1.28	2.140192172966771
1.3	-9.999768516086014
1.32	-9.99988561751769
1.34	-9.999924113711616
1.36	-9.999943128273122
1.38	-9.999954449859686
1.4	-9.999961990544964
1.42	-9.999967411258307
1.44	-9.99997152664981
1.46	-9.999974773608454
1.48	-9.999977399537642
1.5	-9.999979548889785
1.52	-9.999981307045964
1.54	-9.999982723925894
1.56	-9.999983826695027
1.58	-9.999984625776795
1.6	-9.999985116023746
1.62	-9.999985273423574
1.64	-9.999985046086156
1.66	-9.999984335292002
1.68	-9.999982955234497
1.7	-9.99998053931076
1.72	-9.999976287789153
1.74	-9.999968121153215
1.76	-9.999948552155075
1.78	-9.99985540117153
1.8	9.999819866738374
1.82	9.9999425303274
1.84	9.999964779248682
1.86	9.999974057642714
1.88	9.999979165244866
1.9	9.999982439890092
1.92	9.999984765918715
1.94	9.999986546988557
1.96	9.999987987902628
1.98	9.99998919793058
2.0	9.999990235617306
2.02	9.999991131032248
2.04	9.999991898046128
2.06	9.999992541476724
2.08	9.999993061082893
2.1	9.999993453277515
2.12	9.999993710964485
2.14	9.99999382158504
2.16	9.999993762977075
2.18	9.999993495648155
2.2	9.99999294769379
2.22	9.999991982163905
2.24	9.9999903160223
2.26	9.999987277402619
2.28	9.999980834238238
2.3	9.999960782494178
2.32	5.090589476681481
2.34	-9.999956701937792
2.36	-9.999976830180726
2.38	-9.999983399891393
2.4	-9.999986642270686
2.42	-9.999988596920142
2.44	-9.999989945470052
2.46	-9.99999097966506
2.48	-9.999991841867075
2.5	-9.999992604898083
2.52	-9.999993304356497
2.54	-9.999993954189932
2.56	-9.999994555626566
2.58	-9.999995103090308
2.6	-9.999995588344
2.62	-9.999996003179474
2.64	-9.99999634069425
2.66	-9.999996595214975
2.68	-9.999996761001924
2.7	-9.9999968297976
2.72	-9.999996786906241
2.74	-9.999996604555879
2.76	-9.999996228994066
2.78	-9.99999555111235
2.8	-9.999994326663643
2.82	-9.99999190134902
2.84	-9.999985796235581
2.86	-9.999951299577994
2.88	9.99995716290302
2.9	9.999983338633207
2.92	9.999988844358525
2.94	9.999991181338737
2.96	9.999992464765239
2.98	9.999993288767792
3.0	9.999993886423441
3.02	9.999994367378195
3.04	9.999994788663262
3.06	9.999995181139813
3.08	9.999995561031064
3.1	9.999995935513738
3.12	9.999996305637678
3.14	9.999996668027906
3.16	9.999997016170045
3.18	9.999997341723871
3.2	9.999997635964368
3.22	9.999997891120152
3.24	9.999998101216026
3.26	9.99999826212041
3.28	9.999998370744215
3.3	9.999998423508886
3.32	9.999998414130063
3.34	9.99999833038695
3.36	9.99999814873691
3.38	9.999997823784149
3.4	9.999997264439223
3.42	9.999996270885603
3.44	9.999994328941998
3.46	9.999989661714839
3.48	9.999969716346655
3.5	-9.999928910063975
3.52	-9.999978707832524
3.54	-9.999985553079911
3.56	-9.999988132913595
3.58	-9.999989474404623
3.6	-9.99999035187023
3.62	-9.99999105219511
3.64	-9.999991695049802
3.66	-9.999992326049314
3.68	-9.999992955302565
3.7	-9.999993577640042
3.72	-9.99999418373245
3.74	-9.99999476543792
3.76	-9.99999531751001
3.78	-9.99999583730339
3.8	-9.999996323620834
3.82	-9.999996775428503
3.84	-9.999997190904274
3.86	-9.99999756711177
3.88	-9.999997900383057
3.9	-9.999998187197024
3.92	-9.999998425078184
3.94	-9.999998613006815
3.96	-9.9999987510644
3.98	-9.999998839333946
4.0	-9.999998876165531
4.02	-9.999998855662437
4.04	-9.999998763537048
4.06	-9.999998568811176
4.08	-9.999998203937553
4.1	-9.999997507654795
4.12	-9.999996013580253
4.14	-9.99999172033788
4.16	-9.999950829691182
4.18	9.999979179541649
4.2	9.999988647492811
4.22	9.999990566538136
4.24	9.999990791898876
4.26	9.999990176438466
4.28	9.999988897146332
4.3	9.99998691882501
4.32	9.999984076912783
4.34	9.999980068546837
4.36	9.99997438935896
4.38	9.999966196511386
4.4	9.99995402760642
4.42	9.999935193743859
4.44	9.999904348311375
4.46	9.999849680135005
